남녀공용화장실여부,남성용_대변기수,남성용_소변기수,여성용_대변기수
N,1,2,3
N,2,2,2
N,1,2,2
N,1,0,2
N,2,3,4
N,2,3,4
N,2,3,5
N,2,3,2
N,2,3,3
N,1,1,2
N,1,2,2
N,1,1,2
N,1,1,2
N,2,2,3
N,1,2,3
N,0,1,0
N,1,1,2
N,1,1,2
Y,1,1,0
Y,0,0,1
Y,2,0,0
Y,2,0,0
Y,1,0,1
Y,2,0,0
Y,1,0,1
Y,0,0,3
N,9,12,19
N,3,6,4
N,0,1,0
N,1,2,3
Y,0,0,1
Y,1,0,0
Y,0,0,1
Y,1,0,0
Y,0,0,1
N,2,2,4
N,2,2,1
N,3,0,3
N,1,2,2
N,8,10,8
N,3,2,3
N,1,1,1
N,5,14,12
N,4,4,6
N,4,4,4
N,2,3,4
N,1,2,2
N,1,3,4
N,1,1,2
N,1,1,2
N,1,2,3
N,1,2,2
N,3,6,6
N,1,2,3
N,3,4,6
N,2,3,5
N,3,4,6
N,3,3,6
N,1,2,3
N,2,3,3
N,1,1,1
N,1,2,3
N,2,3,5
Y,1,1,0
N,1,2,3
N,2,6,6
N,1,2,3
N,3,3,5
N,3,3,5
N,3,3,5
N,2,3,4
N,1,1,2
Y,1,0,0
N,1,2,2
N,1,2,1
Y,1,1,0
Y,1,0,0
N,1,1,1
N,8,12,11
N,3,5,5
N,4,4,4
N,2,4,6
N,14,19,14
N,59,88,97
N,1,3,6
N,3,3,6
N,1,1,2
N,2,3,6
N,3,3,6
N,2,3,2
N,4,5,7
N,2,2,2
N,3,3,3
N,3,3,5
N,4,13,4
N,2,3,5
N,1,2,2
N,1,2,1
N,0,1,1
N,1,2,1
N,0,1,1
N,7,8,2
N,3,2,2
Y,1,2,0
Y,2,2,0
N,3,3,3
N,4,4,6
N,1,2,1
N,8,13,11
N,1,1,1
N,1,1,2
N,10,14,15
N,4,4,4
N,29,37,49
N,16,21,23
N,16,21,44
Y,1,1,0
N,3,3,3
N,2,3,2
N,10,14,13
N,1,4,6
Y,1,0,0
N,2,1,2
N,6,6,6
Y,1,1,0
N,6,11,6
N,5,9,9
N,13,14,13
N,1,1,1
N,0,1,0
N,1,1,1
N,1,2,2
N,8,8,9
N,1,1,2
N,1,2,1
N,1,2,2
N,1,2,2
Y,1,1,0
N,1,2,2
N,1,1,1
N,3,3,0
N,2,3,2
N,2,2,2
N,1,3,1
N,2,2,1
N,1,1,1
N,6,6,4
N,2,2,1
N,1,1,1
N,1,1,1
N,6,7,17
Y,1,1,0
N,1,2,2
N,1,3,1
N,5,8,7
N,1,1,1
N,15,14,21
N,2,3,3
N,14,15,16
N,2,3,2
N,62,78,88
N,1,2,2
N,1,2,2
Y,1,3,2
Y,1,3,1
N,2,2,2
N,2,3,2
N,1,2,2
N,1,2,2
N,1,1,2
N,1,2,4
N,1,2,1
N,1,1,1
Y,1,2,0
Y,2,1,0
N,1,2,1
N,0,2,0
N,1,1,1
Y,1,1,0
N,1,2,1
N,1,1,2
N,2,2,2
N,2,3,2
N,1,1,1
N,14,14,13
N,4,8,12
N,6,4,10
N,4,3,8
N,4,6,10
N,4,7,12
N,0,3,5
Y,2,1,0
N,2,4,1
N,10,15,8
N,12,12,24
N,4,9,15
N,4,4,6
Y,1,1,0
N,5,4,10
Y,1,1,0
N,3,4,3
N,2,1,7
N,1,1,1
N,2,2,3
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,1,2,2
N,1,2,2
N,2,2,1
N,1,2,1
N,3,3,3
N,1,0,0
N,2,2,2
N,1,1,1
N,9,10,10
N,1,1,1
N,1,1,1
N,1,1,1
N,3,3,3
Y,2,3,3
Y,1,1,2
Y,1,1,2
Y,1,1,2
Y,1,3,4
Y,1,0,1
Y,1,1,2
Y,0,1,1
Y,1,1,2
Y,1,1,1
Y,1,2,3
N,1,1,0
Y,1,1,1
Y,1,1,1
Y,1,1,2
Y,2,2,2
Y,1,1,2
Y,1,1,1
Y,1,2,3
Y,2,3,4
Y,3,2,4
Y,1,2,2
Y,1,2,2
Y,2,3,3
Y,1,1,1
N,1,1,1
Y,1,2,2
Y,1,2,2
Y,1,2,2
Y,2,2,3
Y,1,1,1
Y,1,2,2
Y,1,1,2
Y,1,2,2
Y,1,1,1
Y,1,1,2
Y,1,1,1
N,2,2,2
Y,2,4,2
Y,24,45,43
N,38,50,33
N,5,9,5
Y,4,5,8
N,5,9,5
N,32,58,68
N,40,50,80
N,34,58,88
N,0,0,0
N,16,49,23
Y,17,56,27
N,1,1,2
N,13,18,11
N,6,9,6
N,30,44,66
N,2,3,3
N,2,2,3
N,0,0,0
N,0,0,0
N,8,9,7
N,15,11,10
N,22,37,33
N,0,1,1
N,12,20,25
N,2,1,1
N,11,0,14
N,1,1,1
N,3,4,8
N,3,5,8
N,1,1,1
N,2,2,2
N,2,2,2
N,2,2,2
N,2,3,4
N,2,2,3
N,2,2,3
N,2,2,2
N,2,2,2
N,2,2,2
N,1,2,1
N,1,2,2
N,2,2,2
N,1,1,2
N,2,3,5
Y,0,0,0
N,8,8,8
N,42,54,45
N,6,6,8
N,3,4,5
N,10,13,23
N,2,2,2
N,1,1,1
N,16,16,16
N,12,14,11
N,1,1,3
N,4,4,3
N,9,9,11
N,1,0,1
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,0,1,0
N,1,3,4
N,2,2,5
N,1,0,1
N,1,1,1
N,2,3,8
N,2,6,8
N,2,2,5
N,11,10,23
N,1,1,1
N,28,29,70
N,28,38,47
N,23,23,22
N,1,2,2
N,21,44,37
N,4,5,4
N,19,37,31
N,10,10,20
N,7,15,7
N,1,1,1
Y,11,11,12
N,33,36,67
N,2,2,4
N,2,1,2
N,2,4,6
N,3,3,6
N,2,3,5
N,3,3,6
N,3,3,6
N,1,1,3
N,1,1,1
N,87,106,319
N,1,2,2
N,1,2,2
N,2,2,3
N,9,9,20
N,3,3,7
N,2,4,4
N,2,4,4
N,7,6,10
N,1,2,2
N,1,2,2
N,1,1,2
N,1,3,1
N,2,2,2
N,2,2,2
N,3,3,4
N,2,2,2
N,1,1,1
N,1,0,1
Y,1,1,0
N,3,4,3
N,2,1,3
N,3,4,8
N,1,2,1
N,1,2,2
N,1,1,1
Y,1,1,0
N,2,2,2
N,2,3,4
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,3,4,4
N,2,4,5
N,2,4,5
N,0,0,0
N,2,1,4
N,3,3,3
N,3,6,6
N,2,2,2
N,15,15,30
N,12,8,20
N,12,8,20
N,5,5,10
N,8,8,16
N,12,8,15
N,12,8,20
N,8,8,20
N,12,8,20
N,12,8,20
N,8,8,15
N,12,8,12
N,8,8,12
N,12,8,20
N,8,8,20
N,12,8,12
N,12,8,20
N,8,5,10
N,21,20,41
N,26,26,52
N,21,21,42
N,26,26,52
N,3,3,20
N,18,18,36
N,21,20,41
N,26,26,52
N,26,26,52
N,10,10,10
N,35,25,60
N,30,30,60
N,12,8,20
N,12,8,20
N,5,5,10
N,4,4,9
N,12,8,20
N,10,8,20
N,5,5,10
N,5,5,10
N,12,10,25
N,1,1,2
N,32,32,65
N,33,33,66
N,26,26,52
N,34,34,68
N,40,40,2
N,20,20,2
N,40,40,2
N,10,10,2
N,3,2,55
N,5,5,30
N,5,5,30
N,35,32,65
N,26,26,52
N,27,27,54
N,2,2,3
N,15,15,30
N,24,24,48
N,14,14,48
N,33,32,65
N,33,30,60
N,23,22,45
N,23,22,45
N,23,23,45
N,40,40,2
N,40,40,2
N,40,40,2
N,15,15,30
N,20,20,40
N,24,24,48
Y,2,3,3
N,2,2,2
N,2,2,3
N,1,1,2
N,2,3,4
N,1,2,1
N,4,3,4
N,1,1,3
N,1,2,2
N,2,3,2
N,3,3,5
N,1,2,3
Y,3,5,3
N,1,1,1
N,1,1,2
N,4,7,5
N,8,12,4
N,9,12,6
N,10,16,16
N,2,2,1
N,31,64,47
N,0,2,1
N,1,2,1
N,2,2,4
N,4,4,8
Y,1,0,1
N,1,1,2
N,2,3,3
N,2,3,4
N,1,1,1
N,2,5,6
N,1,2,2
N,3,4,4
N,2,3,3
N,1,2,2
N,1,1,2
N,2,2,2
N,3,3,6
N,1,2,2
N,1,1,2
N,1,2,2
N,1,2,2
N,2,2,3
N,1,2,2
N,2,2,3
N,1,2,2
N,1,1,1
N,2,4,3
N,1,2,3
N,1,1,2
N,1,1,1
N,2,3,3
N,2,2,3
N,1,2,2
N,3,3,5
N,3,2,5
N,2,2,3
N,2,2,2
N,1,2,1
N,1,1,1
N,1,2,1
N,2,2,2
N,2,3,3
N,1,2,2
N,2,2,3
N,1,3,3
N,2,2,3
N,2,1,2
N,3,3,4
N,1,2,3
N,1,2,4
N,1,4,4
N,1,2,2
N,1,2,2
N,1,2,2
N,2,3,3
N,2,3,3
N,2,3,3
N,4,7,9
Y,1,2,1
N,1,2,2
N,1,0,1
Y,1,2,1
N,1,1,1
N,1,1,2
N,1,1,1
N,2,2,2
N,2,2,6
N,3,3,8
N,2,2,8
N,1,1,0
N,1,1,1
N,2,2,4
N,2,2,4
N,1,1,2
Y,3,2,0
N,1,2,2
N,1,1,0
N,2,2,4
N,1,2,4
N,1,1,1
N,1,2,2
N,1,3,4
N,1,2,2
N,1,1,2
N,1,1,1
N,3,3,6
N,2,2,5
N,2,2,6
N,2,2,6
N,1,1,1
N,2,2,8
Y,2,3,2
N,2,2,3
N,1,1,1
N,1,2,5
N,2,3,8
N,1,1,0
N,7,6,13
N,4,6,10
N,2,2,4
N,2,3,6
N,3,3,6
N,2,2,4
N,2,3,4
N,2,3,4
N,2,2,3
N,1,1,1
N,1,2,2
N,1,1,0
N,3,4,6
N,3,2,6
N,3,3,8
N,2,2,4
N,2,2,4
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,3
N,1,1,2
N,3,2,5
Y,4,3,0
N,1,1,2
N,2,2,3
N,1,1,2
N,2,2,4
N,1,2,3
N,1,1,1
N,2,2,3
N,1,1,2
N,2,2,4
N,4,2,7
N,1,1,2
N,1,1,0
N,1,1,0
N,1,2,4
N,2,2,5
N,1,0,1
Y,1,1,1
N,2,2,5
N,1,1,2
N,2,2,6
N,1,1,2
N,2,2,5
N,1,1,2
N,1,1,1
N,1,1,0
N,1,1,1
N,1,1,1
N,1,0,1
N,1,2,3
N,3,4,5
N,2,3,4
N,1,1,1
N,1,1,0
N,2,4,6
N,1,0,1
N,1,1,2
N,4,5,10
N,1,1,1
N,0,1,0
N,4,6,9
N,1,1,0
N,2,2,1
N,1,2,1
N,4,10,15
N,5,5,4
N,2,2,0
N,0,0,0
N,8,7,8
N,19,30,13
N,43,53,65
N,10,17,9
N,4,4,4
N,3,6,1
N,10,15,16
N,40,48,41
N,23,32,3
N,2,1,0
N,2,1,0
N,27,39,45
N,10,6,10
N,2,2,0
N,93,128,56
N,1,3,3
N,2,2,0
N,1,1,1
N,2,2,4
N,3,4,0
N,1,2,0
N,2,5,2
N,3,4,5
N,2,2,2
N,2,3,2
N,2,3,1
N,1,0,0
N,4,7,11
N,6,9,12
N,0,1,0
N,3,4,9
N,6,10,18
N,3,4,8
N,1,1,0
N,3,5,0
N,3,1,2
N,1,1,0
N,4,4,5
N,1,2,0
N,1,1,0
N,3,4,7
N,6,8,8
N,15,26,19
N,2,2,1
N,1,1,0
N,18,23,33
N,19,36,28
N,1,0,0
N,5,6,2
N,18,23,40
N,0,0,0
N,2,2,4
N,1,2,0
N,1,1,0
N,3,3,0
Y,1,1,0
N,2,3,2
N,9,14,8
N,3,3,0
N,9,14,5
N,12,12,12
N,200,262,212
N,0,0,0
N,29,38,4
N,1,3,1
N,2,3,6
N,8,23,14
N,0,0,0
N,3,6,6
N,16,63,24
N,8,5,9
N,7,7,14
N,0,0,0
N,0,0,0
Y,0,0,0
N,30,73,47
N,0,0,0
N,0,0,0
N,24,51,41
N,9,14,10
N,13,22,3
N,25,41,18
N,32,43,23
N,2,0,2
N,5,6,5
N,19,57,19
N,3,3,3
N,57,80,76
N,24,44,29
N,28,51,63
N,0,0,0
N,2,2,2
N,2,2,1
N,1,1,1
N,8,15,38
N,1,1,1
Y,1,1,0
N,1,1,2
N,21,36,42
N,37,47,50
N,8,10,11
N,107,158,6
N,8,11,23
N,5,15,10
N,0,1,1
N,12,18,6
N,33,80,61
N,6,13,49
N,43,47,72
N,3,2,4
N,2,2,1
N,18,36,37
N,23,46,50
N,3,0,3
N,2,1,2
N,21,36,18
N,20,20,20
N,121,132,122
N,17,17,16
N,12,8,14
N,1,1,1
N,20,25,35
N,13,13,15
N,24,37,2
N,64,68,43
Y,1,1,0
N,2,3,2
N,1,1,1
N,1,1,1
N,2,1,2
N,1,2,3
N,1,2,1
N,2,1,2
N,2,3,2
N,2,2,2
N,2,2,2
N,1,1,1
N,1,2,1
N,2,2,1
N,2,2,1
N,1,1,1
N,1,1,1
N,1,2,1
N,2,2,2
N,1,1,1
N,2,2,2
N,1,2,2
N,1,1,1
N,1,1,1
N,1,1,2
Y,0,0,0
N,1,2,2
N,1,1,1
N,3,4,4
N,1,1,1
N,1,1,1
N,1,2,1
N,1,1,1
N,1,2,1
N,2,3,4
N,12,14,14
N,1,2,1
N,2,2,2
N,2,1,2
N,1,1,2
N,2,3,4
N,3,4,6
N,1,1,1
N,2,2,5
N,1,2,1
N,2,3,9
N,2,3,6
N,2,3,4
N,1,2,2
N,2,2,2
N,27,27,27
N,1,2,1
N,1,3,1
N,1,1,2
N,1,1,1
N,1,1,1
Y,2,2,0
N,1,2,1
N,2,2,2
N,28,74,53
N,6,2,6
N,15,23,16
N,10,17,19
N,2,2,2
N,2,2,2
N,18,18,18
N,1,1,2
N,2,3,2
N,1,1,1
N,1,2,2
N,3,4,2
N,2,4,2
N,0,0,0
N,1,2,2
N,4,5,4
N,2,4,6
N,2,2,3
N,1,2,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,2,0,4
N,1,4,3
N,2,2,4
N,2,2,4
N,5,6,10
N,1,1,1
N,41,49,42
N,46,64,47
N,2,1,2
N,3,3,3
N,3,4,4
N,1,1,1
N,2,2,2
N,1,1,1
N,1,2,1
N,1,1,1
N,1,2,2
N,1,1,1
N,1,2,1
N,1,1,1
N,1,1,1
N,1,3,2
N,1,2,2
N,2,2,2
N,1,2,2
N,1,1,1
N,18,18,18
N,2,5,4
N,2,3,2
N,1,2,2
N,1,2,1
N,1,2,3
N,3,4,4
N,18,18,18
N,6,6,6
N,8,14,9
N,3,4,3
N,29,48,41
N,0,0,0
N,1,2,1
N,1,2,1
N,1,2,2
Y,0,0,0
N,2,3,5
N,65,108,46
N,14,13,15
N,4,8,4
N,2,3,5
N,2,3,5
N,44,78,107
N,0,0,0
N,0,0,0
N,1,2,1
N,24,59,51
N,31,70,59
N,15,22,29
N,32,62,71
N,0,0,0
N,38,81,68
N,8,8,4
N,1,2,2
N,1,2,1
N,0,0,0
N,23,42,39
N,0,2,1
N,3,2,3
N,1,2,2
N,0,0,0
N,30,53,53
N,37,54,65
N,2,3,5
N,0,0,0
N,3,5,3
N,26,56,15
N,0,0,0
N,6,9,7
N,8,8,8
N,47,74,56
N,6,3,12
N,49,69,79
N,2,4,3
N,8,10,13
N,4,11,12
N,1,2,1
N,1,2,4
N,13,14,28
N,4,4,4
N,11,17,15
N,2,2,4
N,57,77,56
N,12,15,14
N,13,25,15
N,4,4,4
N,2,5,5
N,0,0,0
N,2,4,3
N,0,0,0
N,6,10,10
N,0,0,0
N,14,17,15
N,2,3,2
N,16,23,23
Y,0,0,0
N,1,2,1
N,2,2,5
N,1,1,14
Y,0,0,0
N,2,1,1
Y,0,0,0
N,3,6,2
Y,0,0,0
N,1,1,2
N,0,0,0
N,6,6,6
N,4,3,7
N,2,3,5
N,0,0,0
N,1,2,2
N,2,2,1
N,42,78,85
N,1,2,3
N,1,2,3
N,3,3,6
N,2,3,3
N,1,2,1
N,4,6,4
N,3,5,3
N,2,6,6
N,1,0,1
N,2,5,7
N,3,4,4
N,1,1,1
N,1,1,1
N,2,3,3
N,3,4,4
N,4,7,5
N,0,0,0
N,0,0,0
N,2,2,2
N,33,93,62
N,0,0,0
N,40,50,80
N,1,3,2
N,20,51,45
N,1,2,1
N,2,3,6
N,1,1,2
N,1,1,2
N,19,13,14
N,93,161,140
N,32,25,24
N,3,2,6
N,0,0,0
N,15,22,15
N,4,3,3
N,1,1,2
N,0,0,0
N,0,0,0
N,0,0,0
N,21,26,42
N,31,87,45
N,0,0,0
N,22,30,33
N,2,4,5
N,0,0,0
N,34,42,68
N,4,4,4
N,9,10,10
N,1,1,1
N,0,0,0
N,0,0,0
N,17,23,8
N,0,0,0
N,0,0,0
N,2,1,2
N,2,2,2
Y,1,1,1
Y,2,2,2
Y,2,2,2
Y,2,2,2
N,1,2,2
Y,1,1,1
Y,1,1,1
Y,1,1,2
N,2,2,2
N,2,2,2
N,1,1,1
Y,2,2,2
N,2,2,2
Y,2,2,2
Y,2,2,2
Y,2,2,2
Y,2,2,2
N,1,2,2
N,2,2,2
N,2,2,2
Y,2,2,2
N,1,1,1
N,6,6,8
N,1,2,2
N,2,2,2
N,10,10,10
N,2,3,3
N,2,2,2
N,1,2,1
N,1,1,0
N,1,2,1
N,4,4,4
N,1,2,1
N,1,1,1
N,1,0,1
N,2,2,1
N,2,1,2
N,1,1,1
N,1,2,1
N,1,2,1
N,2,2,1
Y,2,2,2
N,8,6,16
N,8,6,16
N,8,6,16
N,8,6,16
N,8,6,16
N,8,8,12
N,8,6,16
N,1,1,1
N,1,1,2
Y,2,2,2
Y,0,0,0
N,13,18,18
N,7,4,7
N,1,1,1
N,1,1,1
N,1,2,3
N,4,6,8
N,1,1,1
N,1,1,2
N,1,2,3
Y,0,0,0
N,2,2,3
N,1,1,1
N,28,31,52
N,1,2,1
N,2,2,5
N,2,3,3
N,1,1,1
N,1,1,2
Y,0,0,0
N,2,2,1
N,1,2,1
N,1,2,2
N,6,8,4
N,4,4,4
N,2,1,2
N,6,6,8
N,1,2,2
N,2,2,2
Y,0,0,0
N,2,2,4
Y,0,0,0
N,2,2,3
N,2,2,3
N,1,2,2
N,1,1,1
N,1,1,1
N,1,2,2
N,1,2,2
N,4,6,4
N,2,2,3
N,1,1,1
N,2,3,3
N,1,1,1
N,14,14,8
N,17,47,44
N,2,3,5
Y,0,0,0
N,1,2,2
N,1,2,4
N,1,2,1
N,40,47,97
N,65,140,3
N,47,83,6
N,43,70,73
N,36,64,83
N,4,4,4
N,0,0,0
N,24,49,57
N,0,0,0
N,1,2,1
N,6,8,7
N,14,14,18
N,5,8,8
N,1,2,1
N,1,1,1
N,0,0,0
N,13,18,11
N,1,2,2
N,2,2,1
N,1,1,1
N,2,3,5
N,0,0,0
N,25,55,37
N,18,24,24
N,11,12,23
N,21,47,34
N,17,32,28
N,0,0,0
N,1,2,2
N,0,0,0
N,3,3,3
N,19,56,44
N,34,38,33
N,30,45,29
N,39,53,66
N,14,19,18
N,21,37,68
N,40,89,86
N,11,11,8
N,8,9,8
N,27,36,15
N,18,27,18
N,6,12,8
N,9,23,4
N,18,26,19
N,17,21,12
N,36,69,53
N,18,18,18
N,2,4,5
Y,0,0,0
N,1,2,2
N,0,0,0
N,1,2,1
N,0,0,0
N,21,59,44
N,0,0,0
N,45,70,75
N,2,2,2
N,0,0,0
N,3,2,3
N,4,2,6
N,8,16,11
N,2,0,0
N,2,2,1
N,10,13,12
N,1,1,2
N,1,1,1
N,9,9,8
N,1,1,1
N,1,2,3
N,4,6,5
N,1,1,2
N,1,2,2
N,1,1,1
N,9,11,10
N,5,8,7
N,2,1,1
N,1,2,2
N,1,1,1
N,2,1,2
N,2,2,2
N,1,2,2
N,1,1,1
Y,0,0,0
N,8,16,8
N,2,4,4
N,0,0,0
N,2,2,4
N,66,86,127
N,2,3,3
N,1,2,1
N,3,8,8
N,3,7,9
N,4,5,7
N,2,5,11
N,4,4,4
N,1,4,5
N,2,2,3
N,1,2,2
N,1,2,2
N,2,2,4
N,2,3,2
N,1,4,9
N,1,1,2
N,1,1,2
N,1,1,1
N,3,3,4
N,3,3,1
N,2,2,1
N,2,2,2
N,10,15,7
N,1,3,2
N,1,1,1
N,1,2,3
N,2,3,5
N,2,2,2
N,2,1,2
N,1,0,1
N,2,2,2
N,2,1,2
N,2,1,2
N,1,0,1
N,1,0,1
N,2,2,3
Y,1,0,0
N,1,1,1
N,1,1,1
N,1,1,1
N,2,2,2
N,0,0,2
N,2,2,3
N,1,1,1
N,1,1,1
N,3,3,6
N,2,2,2
N,1,2,3
N,2,3,5
N,8,15,22
N,11,12,10
N,18,18,18
N,2,2,3
N,10,10,20
N,10,20,20
N,10,20,20
N,1,1,1
N,5,10,15
N,2,1,3
N,1,2,2
N,2,3,2
N,2,3,2
N,2,3,3
N,2,2,2
N,8,8,2
N,1,1,1
N,34,46,80
N,2,3,2
N,1,1,1
N,20,20,30
N,1,0,1
N,2,3,3
N,1,1,1
N,18,18,18
N,19,19,19
N,2,3,2
N,26,48,21
N,41,51,53
N,19,28,18
N,5,10,10
N,3,4,6
N,1,2,2
N,21,31,30
N,15,18,16
N,9,18,18
N,2,2,3
N,1,2,2
N,1,2,2
N,2,2,1
N,7,9,12
N,17,26,40
N,8,16,16
N,2,3,2
N,1,7,5
N,20,23,24
N,6,6,6
N,3,3,1
N,8,10,8
N,0,0,0
N,1,2,1
N,21,22,32
N,2,2,3
N,2,3,5
N,2,3,5
N,2,3,5
N,2,3,5
N,2,3,5
N,16,18,24
N,2,3,4
N,11,12,11
N,2,2,2
N,1,1,1
N,2,2,3
N,1,1,1
N,5,0,38
N,2,2,2
N,5,7,7
N,14,12,14
Y,2,1,0
N,20,35,86
N,10,15,10
N,33,44,33
N,0,1,1
N,42,62,62
N,3,3,6
N,3,3,3
N,1,1,1
N,2,3,4
Y,12,24,15
N,0,0,0
N,0,0,0
N,6,10,14
N,1,1,1
N,1,2,2
N,2,3,3
N,1,2,2
N,1,1,2
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,1
N,1,2,2
N,2,1,4
N,1,2,2
N,2,2,4
N,1,2,2
N,1,1,2
N,1,1,1
N,1,2,2
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,2
N,2,2,6
N,2,2,2
N,1,1,1
N,1,1,2
N,1,1,1
N,1,2,2
N,1,2,1
N,1,1,2
N,1,1,2
N,1,2,2
N,3,3,3
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,2
N,2,2,3
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,2
N,3,3,3
N,2,3,4
N,1,1,2
N,1,0,1
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,1
N,1,2,3
N,1,1,2
N,1,1,1
N,1,1,2
N,1,4,3
N,1,1,2
N,1,1,2
N,1,1,1
N,1,0,2
N,1,1,1
N,1,1,2
N,1,1,2
N,2,3,4
N,3,7,11
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,2
N,2,4,2
N,1,1,1
N,2,0,2
N,1,1,1
N,1,1,2
N,1,1,2
N,1,2,2
N,1,1,1
N,2,2,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,1
N,6,8,8
N,1,3,1
N,1,0,1
N,1,2,1
N,4,6,8
N,1,3,1
N,1,3,1
N,1,1,1
N,3,10,8
N,4,2,7
N,2,2,1
N,5,7,9
N,4,9,4
N,4,9,4
N,1,2,1
N,3,7,9
N,2,1,5
N,1,3,3
N,2,3,3
N,1,3,2
N,1,2,3
N,1,2,1
N,2,3,2
N,2,1,6
N,9,12,14
N,9,12,14
N,1,2,1
N,1,2,1
N,1,2,1
N,1,2,1
N,1,2,1
N,1,1,1
N,1,2,1
N,1,2,1
N,1,2,1
N,2,1,3
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,2,2
N,1,1,2
N,1,1,2
N,1,2,1
N,1,2,1
N,1,1,2
N,2,2,4
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,2
N,1,2,1
N,1,1,1
N,1,2,2
N,1,1,1
N,1,1,1
N,2,2,4
N,1,2,2
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,2
N,1,3,3
N,1,1,3
y,0,0,0
N,1,1,1
y,0,0,0
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,1
N,1,3,3
N,1,1,2
N,4,4,8
N,4,10,9
N,5,5,5
N,2,1,3
N,2,2,4
N,1,1,2
N,3,6,7
N,1,1,2
N,4,3,6
N,2,5,3
N,1,1,1
N,5,11,14
N,145,147,137
N,1,1,1
N,9,7,16
N,1,2,3
N,3,6,8
N,6,11,9
N,3,4,4
N,4,3,4
N,1,1,1
N,5,14,13
N,1,1,4
N,1,1,1
N,11,15,18
N,3,9,1
N,3,5,3
N,8,9,17
N,1,1,2
N,3,4,2
N,3,3,4
N,2,2,2
N,4,1,6
N,3,8,7
N,7,11,16
N,6,8,16
N,6,10,10
N,5,6,11
N,4,5,4
N,2,3,2
N,1,2,1
N,3,3,3
Y,1,2,1
Y,1,1,1
N,1,1,1
Y,1,3,2
N,1,1,2
N,1,1,1
N,2,3,3
N,2,2,2
N,1,2,1
N,1,1,1
N,1,1,1
Y,2,4,4
Y,1,2,2
N,1,1,1
N,2,2,2
N,1,3,2
N,1,1,2
N,1,2,2
N,1,2,3
N,0,1,1
N,9,12,20
N,1,2,1
N,1,2,1
N,2,2,3
N,1,1,1
N,2,2,2
N,2,3,4
N,1,1,1
N,1,1,1
N,1,2,1
N,1,1,1
Y,1,1,1
N,1,2,1
N,1,1,1
N,1,1,1
N,2,2,2
N,1,2,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,1
N,1,1,2
N,1,3,4
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,2
N,2,2,2
Y,3,3,4
N,2,9,8
N,4,9,10
N,7,10,12
N,2,8,7
N,5,7,9
N,2,1,3
N,10,16,10
N,6,11,12
N,3,3,5
N,1,2,1
N,10,10,21
N,6,8,16
N,4,5,9
N,2,2,3
N,2,3,9
N,4,5,9
N,5,7,0
N,3,6,10
N,1,1,1
N,2,6,3
N,3,4,3
N,1,2,3
N,3,6,5
N,6,16,9
N,7,12,2
N,1,2,2
N,1,3,2
N,4,4,8
N,3,3,2
N,4,4,8
N,1,2,1
N,2,3,3
N,1,1,3
N,1,1,2
N,4,7,5
Y,1,0,1
N,3,3,6
N,2,2,4
N,1,1,1
N,4,8,14
N,1,2,6
N,19,16,11
N,1,1,3
N,2,2,4
N,5,6,10
N,6,7,8
N,44,44,32
N,2,1,4
N,5,4,5
N,2,3,2
N,0,2,2
N,8,13,13
N,2,2,1
N,6,6,7
Y,0,0,0
Y,0,0,0
Y,5,8,14
N,1,2,2
N,21,26,20
N,2,4,4
N,1,4,2
N,2,3,3
N,3,5,5
N,1,2,2
N,11,13,12
N,4,6,4
N,2,3,2
N,3,6,6
N,2,4,5
N,2,3,4
N,6,9,11
